scaffold-NDUV-2002809-Vittaria_appalachiana.p1	2378	AT1G26520.1
scaffold-NDUV-2002815-Vittaria_appalachiana.p1	2383	AT4G29170.1
scaffold-NDUV-2002845-Vittaria_appalachiana.p1	2384	AT2G13600.1
scaffold-NDUV-2002856-Vittaria_appalachiana.p1	2548	AT5G51030.1
scaffold-NDUV-2002874-Vittaria_appalachiana.p1	2598	AT4G10340.1
scaffold-NDUV-2002908-Vittaria_appalachiana.p1	2617	AT3G06630.2
scaffold-NDUV-2002997-Vittaria_appalachiana.p1	2675	AT5G02080.5
scaffold-NDUV-2003026-Vittaria_appalachiana.p1	2677	AT4G35090.1
scaffold-NDUV-2003031-Vittaria_appalachiana.p1	2680	AT5G20510.1
scaffold-NDUV-2003040-Vittaria_appalachiana.p1	2691	AT1G07420.1
scaffold-NDUV-2003054-Vittaria_appalachiana.p1	2700	AT4G19110.2
scaffold-NDUV-2003094-Vittaria_appalachiana.p1	2750	AT1G01140.3
scaffold-NDUV-2003095-Vittaria_appalachiana.p1	2800	AT1G30270.1
scaffold-NDUV-2003103-Vittaria_appalachiana.p1	2850	AT2G30490.1
scaffold-NDUV-2003155-Vittaria_appalachiana.p1	2900	AT4G27020.1
scaffold-NDUV-2003215-Vittaria_appalachiana.p1	2903	AT2G41900.1
scaffold-NDUV-2003217-Vittaria_appalachiana.p1	2921	AT2G41900.1
scaffold-NDUV-2003224-Vittaria_appalachiana.p1	2939	AT2G31580.1
scaffold-NDUV-2003238-Vittaria_appalachiana.p1	2943	AT3G10690.1
scaffold-NDUV-2003269-Vittaria_appalachiana.p1	2944	AT2G26250.1
scaffold-NDUV-2003274-Vittaria_appalachiana.p1	2969	AT5G48800.1
scaffold-NDUV-2003348-Vittaria_appalachiana.p1	3030	AT5G07720.1
scaffold-NDUV-2003380-Vittaria_appalachiana.p1	3037	AT4G17890.1
scaffold-NDUV-2003384-Vittaria_appalachiana.p1	3040	AT4G24740.1
scaffold-NDUV-2003402-Vittaria_appalachiana.p1	3052	AT5G02050.1
scaffold-NDUV-2003438-Vittaria_appalachiana.p1	3062	AT4G35300.1
scaffold-NDUV-2003451-Vittaria_appalachiana.p1	3154	AT5G43670.1
scaffold-NDUV-2003498-Vittaria_appalachiana.p1	3160	AT1G15820.1
scaffold-NDUV-2003521-Vittaria_appalachiana.p1	3185	AT5G24580.1
scaffold-NDUV-2003550-Vittaria_appalachiana.p1	3223	AT3G48500.2
scaffold-NDUV-2003554-Vittaria_appalachiana.p1	3224	AT3G07020.1
scaffold-NDUV-2003572-Vittaria_appalachiana.p1	3226	AT1G10470.1
scaffold-NDUV-2003583-Vittaria_appalachiana.p1	3258	AT5G59950.5
scaffold-NDUV-2003590-Vittaria_appalachiana.p1	3263	AT1G19835.1
scaffold-NDUV-2003625-Vittaria_appalachiana.p1	3271	AT3G53360.1
scaffold-NDUV-2003669-Vittaria_appalachiana.p1	3425	AT3G09040.2
scaffold-NDUV-2003706-Vittaria_appalachiana.p1	3633	AT1G48410.2
scaffold-NDUV-2003710-Vittaria_appalachiana.p1	3643	AT4G32551.2
scaffold-NDUV-2003720-Vittaria_appalachiana.p1	3663	AT1G71691.2
scaffold-NDUV-2003721-Vittaria_appalachiana.p1	3713	AT4G39530.1
scaffold-NDUV-2003723-Vittaria_appalachiana.p1	3858	AT5G50920.1
scaffold-NDUV-2003748-Vittaria_appalachiana.p2	3868	AT2G37690.1
scaffold-NDUV-2003781-Vittaria_appalachiana.p3	3871	AT1G78370.1
scaffold-NDUV-2003895-Vittaria_appalachiana.p1	3954	AT2G01440.1
scaffold-NDUV-2004022-Vittaria_appalachiana.p2	3978	AT1G30270.1
scaffold-NDUV-2004036-Vittaria_appalachiana.p1	4028	AT2G01170.1
scaffold-NDUV-2004040-Vittaria_appalachiana.p1	4029	AT1G23750.1
scaffold-NDUV-2004053-Vittaria_appalachiana.p1	4035	AT5G07020.1
scaffold-NDUV-2004078-Vittaria_appalachiana.p1	4036	AT1G62200.3
scaffold-NDUV-2004088-Vittaria_appalachiana.p1	4086	AT1G59580.1
scaffold-NDUV-2004098-Vittaria_appalachiana.p1	4136	AT4G12080.1
scaffold-NDUV-2004099-Vittaria_appalachiana.p1	4168	AT4G00330.1
scaffold-NDUV-2004101-Vittaria_appalachiana.p1	4218	AT1G67190.1
scaffold-NDUV-2004127-Vittaria_appalachiana.p1	4229	AT1G47128.1
scaffold-NDUV-2004129-Vittaria_appalachiana.p1	4264	AT5G35750.1
scaffold-NDUV-2004148-Vittaria_appalachiana.p1	4282	AT5G57610.1
scaffold-NDUV-2004153-Vittaria_appalachiana.p1	4340	AT1G27340.1
scaffold-NDUV-2004170-Vittaria_appalachiana.p1	4355	AT5G09500.1
scaffold-NDUV-2004198-Vittaria_appalachiana.p1	4362	AT4G32300.1
scaffold-NDUV-2004199-Vittaria_appalachiana.p1	4412	AT1G06840.1
scaffold-NDUV-2004204-Vittaria_appalachiana.p1	4476	AT4G02750.1
scaffold-NDUV-2004262-Vittaria_appalachiana.p2	4658	AT2G37520.1
scaffold-NDUV-2004268-Vittaria_appalachiana.p1	4670	AT1G01020.1
scaffold-NDUV-2004272-Vittaria_appalachiana.p1	4672	AT3G19860.2
scaffold-NDUV-2004324-Vittaria_appalachiana.p1	4689	AT1G76010.1
scaffold-NDUV-2004326-Vittaria_appalachiana.p1	4692	AT3G46790.1
scaffold-NDUV-2004402-Vittaria_appalachiana.p1	4848	AT5G42900.1
scaffold-NDUV-2004405-Vittaria_appalachiana.p1	4849	AT2G39770.1
scaffold-NDUV-2004463-Vittaria_appalachiana.p1	4858	AT5G28770.2
scaffold-NDUV-2004508-Vittaria_appalachiana.p1	4863	AT3G11540.1
scaffold-NDUV-2004532-Vittaria_appalachiana.p1	4898	AT2G44740.1
scaffold-NDUV-2004546-Vittaria_appalachiana.p1	4906	AT1G52360.2
scaffold-NDUV-2004548-Vittaria_appalachiana.p1	5030	AT1G79990.1
scaffold-NDUV-2004585-Vittaria_appalachiana.p1	5035	AT1G54650.3
scaffold-NDUV-2004601-Vittaria_appalachiana.p1	5037	AT1G68930.1
scaffold-NDUV-2004612-Vittaria_appalachiana.p1	5222	AT5G49230.1
scaffold-NDUV-2004642-Vittaria_appalachiana.p2	5229	AT3G11940.1
scaffold-NDUV-2004668-Vittaria_appalachiana.p1	5231	AT3G46790.1
scaffold-NDUV-2004703-Vittaria_appalachiana.p1	5410	AT5G11470.1
scaffold-NDUV-2004710-Vittaria_appalachiana.p1	5412	AT5G59240.1
scaffold-NDUV-2004734-Vittaria_appalachiana.p1	5414	AT4G38130.1
scaffold-NDUV-2004775-Vittaria_appalachiana.p1	5426	AT4G36960.1
scaffold-NDUV-2004776-Vittaria_appalachiana.p1	5541	AT4G36960.1
scaffold-NDUV-2004804-Vittaria_appalachiana.p1	5661	AT1G33290.1
scaffold-NDUV-2004849-Vittaria_appalachiana.p1	5664	AT4G10380.1
scaffold-NDUV-2004900-Vittaria_appalachiana.p1	5697	AT3G15010.1
scaffold-NDUV-2004924-Vittaria_appalachiana.p1	5805	AT2G03430.1
scaffold-NDUV-2004986-Vittaria_appalachiana.p1	5850	AT2G31955.1
scaffold-NDUV-2005020-Vittaria_appalachiana.p1	5851	AT2G45570.1
scaffold-NDUV-2005040-Vittaria_appalachiana.p2	5901	AT5G01020.1
scaffold-NDUV-2005096-Vittaria_appalachiana.p1	5951	AT1G76610.1
scaffold-NDUV-2005123-Vittaria_appalachiana.p1	5975	AT5G59240.1
scaffold-NDUV-2005159-Vittaria_appalachiana.p1	5977	AT3G44400.1
scaffold-NDUV-2005165-Vittaria_appalachiana.p1	5986	AT3G46740.1
scaffold-NDUV-2005168-Vittaria_appalachiana.p1	5992	AT2G25610.2
scaffold-NDUV-2005179-Vittaria_appalachiana.p1	6003	AT5G19660.1
scaffold-NDUV-2005206-Vittaria_appalachiana.p1	6034	AT3G50790.1
scaffold-NDUV-2005247-Vittaria_appalachiana.p1	6038	AT2G32090.1
scaffold-NDUV-2005269-Vittaria_appalachiana.p1	6041	AT5G37165.1
scaffold-NDUV-2005342-Vittaria_appalachiana.p1	6063	AT2G16500.1
scaffold-NDUV-2005357-Vittaria_appalachiana.p1	6065	AT5G04780.1
scaffold-NDUV-2005367-Vittaria_appalachiana.p1	6237	AT5G23150.1
scaffold-NDUV-2005396-Vittaria_appalachiana.p1	6247	AT2G42490.1
scaffold-NDUV-2005398-Vittaria_appalachiana.p1	6248	AT2G34860.1
scaffold-NDUV-2005442-Vittaria_appalachiana.p1	6253	AT1G69070.2
scaffold-NDUV-2005462-Vittaria_appalachiana.p1	6254	AT3G49650.1
scaffold-NDUV-2005510-Vittaria_appalachiana.p1	6255	AT5G49710.3
scaffold-NDUV-2005526-Vittaria_appalachiana.p1	6258	AT2G24765.1
scaffold-NDUV-2005549-Vittaria_appalachiana.p2	6290	AT3G59910.1
scaffold-NDUV-2005549-Vittaria_appalachiana.p3	6288	AT3G59910.1
scaffold-NDUV-2005561-Vittaria_appalachiana.p1	6292	AT4G35020.1
scaffold-NDUV-2005581-Vittaria_appalachiana.p1	6342	AT4G05050.1
scaffold-NDUV-2005597-Vittaria_appalachiana.p1	6438	AT1G72710.1
scaffold-NDUV-2005620-Vittaria_appalachiana.p1	6488	AT4G26480.1
scaffold-NDUV-2005670-Vittaria_appalachiana.p1	6506	AT3G53740.2
scaffold-NDUV-2005676-Vittaria_appalachiana.p1	6508	AT3G24000.1
scaffold-NDUV-2005677-Vittaria_appalachiana.p1	6660	AT4G38500.1
scaffold-NDUV-2005692-Vittaria_appalachiana.p2	6685	AT1G71692.1
scaffold-NDUV-2005820-Vittaria_appalachiana.p1	6718	AT4G16660.2
scaffold-NDUV-2005853-Vittaria_appalachiana.p1	6738	AT3G50740.1
scaffold-NDUV-2005870-Vittaria_appalachiana.p1	6788	AT3G59520.1
scaffold-NDUV-2005893-Vittaria_appalachiana.p1	6791	AT5G19530.1
scaffold-NDUV-2005955-Vittaria_appalachiana.p1	6795	AT1G09850.1
scaffold-NDUV-2005956-Vittaria_appalachiana.p1	6829	AT1G09850.1
scaffold-NDUV-2005991-Vittaria_appalachiana.p1	6858	AT5G20320.1
scaffold-NDUV-2006062-Vittaria_appalachiana.p1	6891	AT3G50140.1
scaffold-NDUV-2006202-Vittaria_appalachiana.p1	6923	AT3G26410.1
scaffold-NDUV-2006210-Vittaria_appalachiana.p1	6924	AT4G00990.1
scaffold-NDUV-2006268-Vittaria_appalachiana.p1	6942	AT2G33580.1
scaffold-NDUV-2006295-Vittaria_appalachiana.p1	6995	AT5G65940.1
scaffold-NDUV-2006298-Vittaria_appalachiana.p1	7008	AT1G22400.1
scaffold-NDUV-2006299-Vittaria_appalachiana.p1	7016	AT1G22380.1
scaffold-NDUV-2006314-Vittaria_appalachiana.p1	7027	AT5G06600.1
scaffold-NDUV-2006347-Vittaria_appalachiana.p1	7029	AT1G22050.1
scaffold-NDUV-2006388-Vittaria_appalachiana.p1	7035	AT3G09040.2
scaffold-NDUV-2006522-Vittaria_appalachiana.p1	7138	AT4G36860.3
scaffold-NDUV-2006539-Vittaria_appalachiana.p1	7146	AT3G02520.1
scaffold-NDUV-2006634-Vittaria_appalachiana.p1	7162	AT1G32230.1
scaffold-NDUV-2006667-Vittaria_appalachiana.p1	7167	AT1G76690.1
scaffold-NDUV-2006686-Vittaria_appalachiana.p1	7173	AT5G01970.1
scaffold-NDUV-2006695-Vittaria_appalachiana.p1	7177	AT4G15570.1
scaffold-NDUV-2006714-Vittaria_appalachiana.p1	7183	AT1G14140.1
scaffold-NDUV-2006749-Vittaria_appalachiana.p1	7273	AT2G30490.1
scaffold-NDUV-2006757-Vittaria_appalachiana.p1	7323	AT4G10170.1
scaffold-NDUV-2006786-Vittaria_appalachiana.p1	7334	AT4G08180.1
scaffold-NDUV-2006791-Vittaria_appalachiana.p1	7346	AT3G58560.1
scaffold-NDUV-2006824-Vittaria_appalachiana.p1	7348	AT1G26190.1
scaffold-NDUV-2006840-Vittaria_appalachiana.p1	7352	AT4G19020.1
scaffold-NDUV-2006854-Vittaria_appalachiana.p1	7355	AT3G49590.3
scaffold-NDUV-2006861-Vittaria_appalachiana.p1	7360	AT1G07940.1
scaffold-NDUV-2006882-Vittaria_appalachiana.p3	7368	AT3G28030.3
scaffold-NDUV-2006933-Vittaria_appalachiana.p1	7373	AT1G60940.1
scaffold-NDUV-2006982-Vittaria_appalachiana.p1	7423	AT5G15080.1
scaffold-NDUV-2007013-Vittaria_appalachiana.p1	7473	AT3G62150.1
scaffold-NDUV-2007095-Vittaria_appalachiana.p1	7561	AT5G23940.1
scaffold-NDUV-2007113-Vittaria_appalachiana.p1	7591	AT4G34200.1
scaffold-NDUV-2007132-Vittaria_appalachiana.p1	7602	AT5G09810.1
scaffold-NDUV-2007143-Vittaria_appalachiana.p1	7621	AT2G46760.1
scaffold-NDUV-2007149-Vittaria_appalachiana.p1	7626	AT3G47830.1
scaffold-NDUV-2007180-Vittaria_appalachiana.p1	7634	AT5G58450.1
scaffold-NDUV-2007188-Vittaria_appalachiana.p1	7636	AT5G24060.2
scaffold-NDUV-2007197-Vittaria_appalachiana.p1	7642	AT4G25610.1
scaffold-NDUV-2007218-Vittaria_appalachiana.p1	7643	AT4G10340.1
scaffold-NDUV-2007222-Vittaria_appalachiana.p1	7665	AT1G10810.1
scaffold-NDUV-2007228-Vittaria_appalachiana.p1	7666	AT1G49760.1
scaffold-NDUV-2007251-Vittaria_appalachiana.p1	7768	AT1G64140.1
scaffold-NDUV-2007352-Vittaria_appalachiana.p1	7779	AT4G19600.1
scaffold-NDUV-2007384-Vittaria_appalachiana.p1	7788	AT2G42070.1
scaffold-NDUV-2007390-Vittaria_appalachiana.p1	7791	AT2G16440.1
scaffold-NDUV-2007408-Vittaria_appalachiana.p1	7799	AT2G44660.1
scaffold-NDUV-2007409-Vittaria_appalachiana.p1	7800	AT2G26980.4
scaffold-NDUV-2007484-Vittaria_appalachiana.p1	7852	AT5G09590.1
scaffold-NDUV-2007514-Vittaria_appalachiana.p1	7871	AT4G31780.3
scaffold-NDUV-2007563-Vittaria_appalachiana.p1	7874	AT3G03420.1
scaffold-NDUV-2007574-Vittaria_appalachiana.p1	7875	AT1G68010.2
scaffold-NDUV-2007584-Vittaria_appalachiana.p1	7885	AT4G32400.1
scaffold-NDUV-2007624-Vittaria_appalachiana.p1	7929	AT2G31380.1
scaffold-NDUV-2007634-Vittaria_appalachiana.p1	7967	AT4G09760.1
scaffold-NDUV-2007639-Vittaria_appalachiana.p1	7971	AT2G43560.1
scaffold-NDUV-2007683-Vittaria_appalachiana.p1	7989	AT3G01180.1
scaffold-NDUV-2007719-Vittaria_appalachiana.p1	7995	AT3G08640.1
scaffold-NDUV-2007728-Vittaria_appalachiana.p2	8002	AT5G14880.1
scaffold-NDUV-2007736-Vittaria_appalachiana.p1	8015	AT2G20860.1
scaffold-NDUV-2007847-Vittaria_appalachiana.p1	8017	AT1G76940.1
scaffold-NDUV-2007851-Vittaria_appalachiana.p1	8024	AT5G04460.1
scaffold-NDUV-2007868-Vittaria_appalachiana.p1	8047	AT1G01630.1
scaffold-NDUV-2007934-Vittaria_appalachiana.p1	8076	AT4G39530.1
scaffold-NDUV-2007962-Vittaria_appalachiana.p1	8239	AT2G34190.1
scaffold-NDUV-2008004-Vittaria_appalachiana.p1	8252	AT4G24690.1
scaffold-NDUV-2008007-Vittaria_appalachiana.p1	8255	AT4G34440.1
scaffold-NDUV-2008009-Vittaria_appalachiana.p1	8305	AT5G46070.1
scaffold-NDUV-2008056-Vittaria_appalachiana.p1	8308	AT3G54210.1
scaffold-NDUV-2008082-Vittaria_appalachiana.p1	8311	AT5G10750.1
scaffold-NDUV-2008131-Vittaria_appalachiana.p1	8324	AT4G33990.1
scaffold-NDUV-2008169-Vittaria_appalachiana.p1	8387	AT1G33520.1
scaffold-NDUV-2008211-Vittaria_appalachiana.p1	8392	AT3G57880.1
scaffold-NDUV-2008228-Vittaria_appalachiana.p1	8443	AT4G26160.1
scaffold-NDUV-2008234-Vittaria_appalachiana.p1	8485	AT5G49830.2
scaffold-NDUV-2008248-Vittaria_appalachiana.p1	8488	AT1G52870.2
scaffold-NDUV-2008300-Vittaria_appalachiana.p1	8496	AT2G13600.1
scaffold-NDUV-2008358-Vittaria_appalachiana.p1	8723	AT2G46800.1
scaffold-NDUV-2008368-Vittaria_appalachiana.p1	8734	AT2G19950.2
scaffold-NDUV-2008380-Vittaria_appalachiana.p1	8736	AT5G03340.1
scaffold-NDUV-2008384-Vittaria_appalachiana.p1	8836	AT5G38690.1
scaffold-NDUV-2008389-Vittaria_appalachiana.p1	8839	AT1G32330.1
scaffold-NDUV-2008392-Vittaria_appalachiana.p1	8864	AT2G27350.3
scaffold-NDUV-2008459-Vittaria_appalachiana.p1	8879	AT3G04480.1
scaffold-NDUV-2008519-Vittaria_appalachiana.p1	8881	AT1G22660.4
scaffold-NDUV-2008556-Vittaria_appalachiana.p1	8882	AT3G46510.1
scaffold-NDUV-2008573-Vittaria_appalachiana.p1	8917	AT1G52150.2
scaffold-NDUV-2008589-Vittaria_appalachiana.p1	8925	AT2G21160.1
scaffold-NDUV-2008614-Vittaria_appalachiana.p2	8927	AT3G09470.2
scaffold-NDUV-2008643-Vittaria_appalachiana.p1	8928	AT1G48310.2
scaffold-NDUV-2008694-Vittaria_appalachiana.p1	8932	AT5G45970.1
scaffold-NDUV-2008751-Vittaria_appalachiana.p1	8982	AT1G30070.2
scaffold-NDUV-2008757-Vittaria_appalachiana.p1	8983	AT5G53400.1
scaffold-NDUV-2008821-Vittaria_appalachiana.p1	8986	AT2G16280.1
scaffold-NDUV-2008877-Vittaria_appalachiana.p1	9009	AT2G25170.3
scaffold-NDUV-2008878-Vittaria_appalachiana.p1	9054	AT3G12810.1
scaffold-NDUV-2008909-Vittaria_appalachiana.p1	9079	AT3G44190.1
scaffold-NDUV-2008941-Vittaria_appalachiana.p1	9084	AT3G11760.1
scaffold-NDUV-2008943-Vittaria_appalachiana.p2	9088	AT3G12400.2
scaffold-NDUV-2008972-Vittaria_appalachiana.p1	9091	AT1G23800.1
scaffold-NDUV-2008995-Vittaria_appalachiana.p2	9105	AT4G31070.1
scaffold-NDUV-2009118-Vittaria_appalachiana.p1	9294	AT1G06550.1
scaffold-NDUV-2009142-Vittaria_appalachiana.p1	9306	AT1G80570.2
scaffold-NDUV-2009156-Vittaria_appalachiana.p1	9324	AT2G04305.1
scaffold-NDUV-2009164-Vittaria_appalachiana.p1	9325	AT5G49480.1
scaffold-NDUV-2009167-Vittaria_appalachiana.p1	9385	AT4G08920.1
scaffold-NDUV-2009228-Vittaria_appalachiana.p1	9392	AT3G56900.1
scaffold-NDUV-2009241-Vittaria_appalachiana.p1	9394	AT3G54290.1
scaffold-NDUV-2009269-Vittaria_appalachiana.p1	9422	AT1G34300.1
scaffold-NDUV-2009308-Vittaria_appalachiana.p1	9474	AT1G11360.1
scaffold-NDUV-2009310-Vittaria_appalachiana.p1	9486	AT5G66930.3
scaffold-NDUV-2009355-Vittaria_appalachiana.p1	9488	AT5G20570.2
scaffold-NDUV-2009366-Vittaria_appalachiana.p1	9513	AT2G38050.1
scaffold-NDUV-2009387-Vittaria_appalachiana.p1	9518	AT1G75840.1
scaffold-NDUV-2009390-Vittaria_appalachiana.p1	9568	AT1G69830.1
scaffold-NDUV-2009391-Vittaria_appalachiana.p1	9571	AT1G08760.1
scaffold-NDUV-2009410-Vittaria_appalachiana.p1	9583	AT3G47160.2
scaffold-NDUV-2009420-Vittaria_appalachiana.p1	9586	AT2G05160.1
scaffold-NDUV-2009429-Vittaria_appalachiana.p1	9599	AT4G11600.1
scaffold-NDUV-2009438-Vittaria_appalachiana.p1	9607	AT2G42520.1
scaffold-NDUV-2009466-Vittaria_appalachiana.p1	9658	AT1G09530.1
scaffold-NDUV-2009468-Vittaria_appalachiana.p1	9708	AT1G09530.1
scaffold-NDUV-2009538-Vittaria_appalachiana.p1	9757	AT2G16860.1
scaffold-NDUV-2009555-Vittaria_appalachiana.p1	9761	AT5G24030.1
scaffold-NDUV-2009600-Vittaria_appalachiana.p2	9766	AT1G24350.3
scaffold-NDUV-2009627-Vittaria_appalachiana.p1	9771	AT1G62390.1
